App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Primary Genres,Secondary Genres
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30000000.0,10000000,Free,0.0,3,Books & Reference,20-Mar-18,3.9.1,4.2 and up,Books & Reference,
ADP Mobile Solutions,BUSINESS,4.3,85185,29000000.0,5000000,Free,0.0,1,Business,17-Jul-18,3.4.2,5.0 and up,Business,
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35000000.0,100000000,Free,0.0,1,Business,2-Aug-18,9.7.14188,4.1 and up,Business,
USPS MOBILE®,BUSINESS,3.9,16589,9100000.0,1000000,Free,0.0,1,Business,14-Jun-18,4.9.10,4.0.3 and up,Business,
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25000000.0,1000000,Free,0.0,1,Business,19-Jul-18,5.2.8,5.0 and up,Business,
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3900000.0,500000,Free,0.0,1,Business,8-Jul-18,3.3,4.1 and up,Business,
Google Primer,BUSINESS,4.4,62272,18000000.0,10000000,Free,0.0,1,Business,26-Jun-18,3.550.2,4.1 and up,Business,
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12000000.0,5000000,Free,0.0,1,Business,31-Jul-18,4.6.30,4.0.3 and up,Business,
SuperLivePro,BUSINESS,4.3,46353,21000000.0,1000000,Free,0.0,1,Business,13-Apr-16,2.8,1.5 and up,Business,
Polaris Office for LG,BUSINESS,4.2,30847,55000000.0,5000000,Free,0.0,1,Business,8-Feb-18,7.3.21,4.1 and up,Business,
Call Blocker,BUSINESS,4.6,188841,3200000.0,5000000,Free,0.0,1,Business,21-Jun-18,1.1.13,4.0 and up,Business,
Plugin:AOT v5.0,BUSINESS,3.1,4034,23000.0,100000,Free,0.0,1,Business,11-Sep-15,3.0.1.11 (Build 311),2.2 and up,Business,
Kariyer.net,BUSINESS,3.9,45964,16000000.0,1000000,Free,0.0,1,Business,18-Jul-18,5.1.5,4.1 and up,Business,
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14000000.0,1000000,Free,0.0,1,Business,10-Jul-18,2.3.6,4.1 and up,Business,
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37000000.0,10000000,Free,0.0,1,Business,20-Jul-18,4.1.28165.0716,4.0 and up,Business,
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11000000.0,5000000,Free,0.0,1,Business,2-Aug-18,12.2.4,4.0 and up,Business,
ViettelPost express delivery,BUSINESS,4.4,1225,25000000.0,100000,Free,0.0,1,Business,1-Aug-18,1.0.6.8,4.1 and up,Business,
MyASUS - Service Center,BUSINESS,4.4,380837,7300000.0,10000000,Free,0.0,1,Business,4-Jul-18,3.4.5,4.2 and up,Business,
Job Korea - Career Jobs,BUSINESS,4.3,10600,6500000.0,1000000,Free,0.0,1,Business,1-Aug-18,2.5.6,4.0 and up,Business,
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25000000.0,1000000,Free,0.0,1,Business,27-Jul-18,1.12.5,4.0 and up,Business,
Myanmar 2D/3D,BUSINESS,4.6,822,3100000.0,100000,Free,0.0,1,Business,8-Jun-18,1.5,4.0.3 and up,Business,
sABN,BUSINESS,4.4,2287,1500000.0,1000000,Free,0.0,1,Business,26-Mar-18,4.9,2.2 and up,Business,
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7500000.0,100000,Free,0.0,1,Business,24-Jul-18,0.9.4,4.0.3 and up,Business,
Secure Folder,BUSINESS,3.8,14760,8600000.0,50000000,Free,0.0,1,Business,31-Jan-18,1.1.07.6,7.0 and up,Business,
Y! Mobile menu,BUSINESS,0.0,9,1200000.0,100000,Free,0.0,1,Business,9-Apr-18,1.0.5,6.0 and up,Business,
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39000000.0,10000000,Free,0.0,1,Business,30-May-17,1.2.6,3.0 and up,Business,
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14000000.0,10000000,Free,0.0,1,Business,11-Jul-18,3.9.2,4.1 and up,Business,
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19000000.0,1000000,Free,0.0,1,Business,2-Aug-18,3.4.49,4.1 and up,Business,
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6800000.0,100000,Paid,4.99,1,Business,25-Mar-18,1.5.2,4.0 and up,Business,
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39000000.0,100000,Paid,4.99,1,Business,11-Apr-17,3.4.6,3.0 and up,Business,
Zenefits,BUSINESS,4.2,296,14000000.0,50000,Free,0.0,1,Business,15-Jun-18,3.2.1,4.1 and up,Business,
Google Ads,BUSINESS,4.3,29313,20000000.0,5000000,Free,0.0,1,Business,30-Jul-18,1.12.0,4.0.3 and up,Business,
FreshBooks Classic,BUSINESS,4.1,1802,26000000.0,100000,Free,0.0,1,Business,18-Apr-18,1.7.14,4.2 and up,Business,
Insightly CRM,BUSINESS,3.8,1383,51000000.0,100000,Free,0.0,1,Business,12-Jul-18,3.24.1,5.0 and up,Business,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000.0,1000000,Free,0.0,1,Business,13-Jul-18,18.7,4.1 and up,Business,
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20000000.0,500000,Free,0.0,1,Business,3-Jul-18,3.19.005,4.1 and up,Business,
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12000000.0,500000,Free,0.0,1,Business,25-Jul-18,4.9.1,5.0 and up,Business,
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48000000.0,500000,Free,0.0,1,Business,20-Jul-18,6.1.2,4.0.3 and up,Business,
Asana: organize team projects,BUSINESS,4.3,20815,10000000.0,1000000,Free,0.0,1,Business,26-Jul-18,6.4.4,5.0 and up,Business,
Google Analytics,BUSINESS,4.5,78662,22000000.0,1000000,Free,0.0,1,Business,13-Feb-18,3.7.5,4.4 and up,Business,
AdWords Express,BUSINESS,4.1,7149,11000000.0,1000000,Free,0.0,1,Business,31-Jul-18,2.6.158,4.0 and up,Business,
Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000.0,100000,Free,0.0,1,Business,2-Aug-18,5.20.7,4.1 and up,Business,
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8600000.0,100000,Free,0.0,1,Business,2-Aug-18,5.20.7,4.1 and up,Business,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28000000.0,1000000,Free,0.0,1,Business,1-Aug-18,10.46.2,4.1 and up,Business,
Cisco Webex Meetings,BUSINESS,4.4,108741,28000000.0,10000000,Free,0.0,1,Business,20-Jul-18,11.1.0,4.3 and up,Business,
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9000000.0,100000,Free,0.0,1,Business,22-Mar-18,1.2.287,5.0 and up,Business,
Cisco Webex Teams,BUSINESS,4.2,1661,46000000.0,100000,Free,0.0,1,Business,2-Aug-18,3.0.4651,4.4 and up,Business,
Start Meeting,BUSINESS,4.1,308,14000000.0,50000,Free,0.0,1,Business,29-May-18,3.1.4.0,4.0.3 and up,Business,
ClickMeeting Webinars,BUSINESS,3.8,5211,26000000.0,1000000,Free,0.0,1,Business,30-Jul-18,3.3.0,4.0 and up,Business,
BlueJeans for Android,BUSINESS,3.9,1058,23000000.0,500000,Free,0.0,1,Business,29-Jun-18,2.22.397,5.0 and up,Business,
Verify - Receipts & Expenses,BUSINESS,4.5,413,29000000.0,10000,Free,0.0,1,Business,25-Jul-18,2.0.19,5.0 and up,Business,
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4900000.0,500000,Free,0.0,5,Comics,4-Jul-18,1.1.7.0,4.1 and up,Comics,
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27000000.0,1000000,Free,0.0,2,Comics,23-Jul-18,2.11.3,4.1 and up,Comics,
Röhrich Werner Soundboard,COMICS,4.7,2249,32000000.0,500000,Free,0.0,1,Comics,16-Nov-17,1.08,4.0.3 and up,Comics,
Unicorn Pokez - Color By Number,COMICS,4.8,516,12000000.0,50000,Free,0.0,1,Comics;Creativity,3-Aug-18,1.0.6,4.4 and up,Comics,Creativity
MangaToon - Comics updated Daily,COMICS,3.9,834,15000000.0,50000,Free,0.0,4,Comics,1-Aug-18,1.0.8,4.1 and up,Comics,
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11000000.0,50000,Free,0.0,4,Comics,7-Jul-18,1.5,4.1 and up,Comics,
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28000000.0,1000000,Free,0.0,2,Comics,9-Jul-18,3.4.3_world,5.0 and up,Comics,
Manga - read Thai translation,COMICS,4.6,302,2200000.0,10000,Free,0.0,2,Comics,3-Jul-18,1,4.0 and up,Comics,
The Vietnam Story - Fun Stories,COMICS,4.5,438,3400000.0,10000,Free,0.0,1,Comics,27-Dec-17,1,2.3 and up,Comics,
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8300000.0,10000,Free,0.0,1,Comics,23-Jul-18,1.9,4.0.3 and up,Comics,
Funny Jokes Photos,COMICS,4.4,39,4300000.0,10000,Free,0.0,3,Comics,3-Jul-18,1.1,4.2 and up,Comics,
Truyện Vui Tý Quậy,COMICS,4.5,144,4700000.0,10000,Free,0.0,1,Comics,19-Jul-18,3,4.0.3 and up,Comics,
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10000000.0,100000,Free,0.0,2,Comics,5-Mar-18,1.2.12,4.0.3 and up,Comics,
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15000000.0,5000000,Free,0.0,2,Comics,3-Jul-18,6.3.0,4.0.3 and up,Comics,
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7100000.0,100000,Free,0.0,4,Comics,18-May-18,1,4.0.3 and up,Comics,
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21000000.0,1000000,Free,0.0,4,Comics,6-Jul-18,2.3.1,4.0.3 and up,Comics,
Emmanuella Funny Videos 2018,COMICS,4.5,314,6100000.0,100000,Free,0.0,1,Comics,23-May-18,3.1.0,4.1 and up,Comics,
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15000000.0,1000000,Free,0.0,2,Comics,19-Jul-18,4.7.3,4.2 and up,Comics,
Marvel Unlimited,COMICS,3.7,22551,11000000.0,1000000,Free,0.0,2,Comics,24-Jul-18,3.16.0,4.4 and up,Comics,
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29000000.0,1000000,Free,0.0,2,Comics,31-Jul-18,4.1.0,4.4 and up,Comics,
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3300000.0,100000,Free,0.0,1,Comics,18-Dec-17,1.6,4.0 and up,Comics,
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,0.0,1330,22000000.0,50000,Free,0.0,1,Comics,3-Jul-18,6.1.1,4.2 and up,Comics,
Faustop Sounds,COMICS,4.7,1677,40000000.0,100000,Free,0.0,1,Comics,26-May-18,1.7.7,4.1 and up,Comics,
Manga Mania - Best online manga reader,COMICS,4.4,757,10000000.0,10000,Free,0.0,2,Comics,24-May-18,1,4.1 and up,Comics,
#NAME?,COMICS,3.5,115,9100000.0,10000,Free,0.0,4,Comics,13-Jul-18,5.0.12,5.0 and up,Comics,
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4700000.0,5000,Free,0.0,2,Comics,24-Jul-18,1.0.4,4.0.3 and up,Comics,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38000000.0,500000,Free,0.0,3,Comics,31-Jul-18,4.3.0,4.1 and up,Comics,
Funny Jokes and Stories 2018,COMICS,4.2,21,6700000.0,5000,Free,0.0,1,Comics,31-Mar-18,1.3,4.0 and up,Comics,
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37000000.0,1000,Free,0.0,1,Comics,26-Jun-18,2,4.0.3 and up,Comics,
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7800000.0,10000,Free,0.0,2,Comics,16-Jun-18,1.01,4.0.3 and up,Comics,
think Comics,COMICS,4.4,1006,19000000.0,50000,Free,0.0,1,Comics,3-Aug-18,2.3.3,4.0.3 and up,Comics,
Memes Button,COMICS,4.4,5968,5700000.0,1000000,Free,0.0,1,Comics,28-May-18,1.4,4.0 and up,Comics,
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35000000.0,100000,Free,0.0,1,Comics,2-Aug-18,2.4.25,4.4 and up,Comics,
Messenger for SMS,COMMUNICATION,4.3,125257,17000000.0,10000000,Free,0.0,2,Communication,6-Jun-18,1.8.9,4.1 and up,Communication,
My Tele2,COMMUNICATION,4.3,158679,8800000.0,5000000,Free,0.0,1,Communication,3-Aug-18,2.4.1,4.4 and up,Communication,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16000000.0,100000000,Free,0.0,1,Communication,18-Jul-18,5.29.3,4.4 and up,Communication,
imo beta free calls and text,COMMUNICATION,4.3,659395,11000000.0,100000000,Free,0.0,1,Communication,7-Jun-18,9.8.000000010492,4.0 and up,Communication,
imo free video calls and chat,COMMUNICATION,4.3,4785892,11000000.0,500000000,Free,0.0,1,Communication,8-Jun-18,9.8.000000010501,4.0 and up,Communication,
Call Free – Free Call,COMMUNICATION,4.3,30209,15000000.0,5000000,Free,0.0,1,Communication,28-Jul-18,1.3.4,4.1 and up,Communication,
Web Browser & Explorer,COMMUNICATION,4.0,36901,6600000.0,5000000,Free,0.0,1,Communication,4-Jul-18,11.8.6,4.0.3 - 7.1.1,Communication,
Browser 4G,COMMUNICATION,4.3,192948,6600000.0,10000000,Free,0.0,1,Communication,19-Jun-18,24.6.6,4.0.3 - 7.1.1,Communication,
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5100000.0,10000000,Free,0.0,1,Communication,2-Jul-18,3.2.0.100171,4.1 and up,Communication,
TracFone My Account,COMMUNICATION,3.6,20769,18000000.0,1000000,Free,0.0,1,Communication,11-Jul-18,R6.0.3,4.1 and up,Communication,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4000000.0,1000000,Free,0.0,1,Communication,6-Jul-18,5.2,5.0 and up,Communication,
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37000000.0,10000000,Free,0.0,4,Communication,2-Aug-18,6.7.9.1,4.0.3 and up,Communication,
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22000000.0,5000000,Free,0.0,1,Communication,31-Jul-18,1.60.0.31354-release,4.0.3 and up,Communication,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3300000.0,100000000,Free,0.0,2,Communication,18-Jul-18,11.4.0,4.0 and up,Communication,
WhatsApp Business,COMMUNICATION,4.4,136662,32000000.0,10000000,Free,0.0,1,Communication,30-Jul-18,2.18.116,4.0.3 and up,Communication,
My magenta,COMMUNICATION,3.9,42370,37000000.0,1000000,Free,0.0,1,Communication,25-Jun-18,7.5.1,5.0 and up,Communication,
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17000000.0,100000,Free,0.0,1,Communication,16-Jul-18,2.1,4.1 and up,Communication,
Omlet Chat,COMMUNICATION,3.9,40751,35000000.0,10000000,Free,0.0,2,Communication,4-Nov-16,2.2.7600,4.0.3 and up,Communication,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40000000.0,500000000,Free,0.0,2,Communication,2-Aug-18,12.8.5.1121,4.0 and up,Communication,
My Vodacom SA,COMMUNICATION,3.7,25021,61000000.0,5000000,Free,0.0,1,Communication,26-Jun-18,9.9.0,4.3 and up,Communication,
Microsoft Edge,COMMUNICATION,4.3,27187,66000000.0,5000000,Free,0.0,1,Communication,28-Jul-18,42.0.0.2059,4.4 and up,Communication,
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79000.0,10000000,Free,0.0,1,Communication,2-Sep-15,0.1.100944346,4.0.3 and up,Communication,
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25000000.0,10000000,Free,0.0,1,Communication,18-Jul-18,6.1,4.2 and up,Communication,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14000000.0,5000000,Free,0.0,1,Communication,19-Apr-18,3.0.4,4.0 and up,Communication,
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24000000.0,100000000,Free,0.0,1,Communication,1-Aug-18,7.73,4.0 and up,Communication,
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17000000.0,1000000,Free,0.0,1,Communication,2-Aug-18,4.98,2.3 and up,Communication,
chomp SMS,COMMUNICATION,4.3,335646,8300000.0,10000000,Free,0.0,1,Communication,26-Jul-18,7.21,2.3 and up,Communication,
Text SMS,COMMUNICATION,4.5,349384,8200000.0,10000000,Free,0.0,1,Communication,24-Jul-18,3.47,4.0.3 and up,Communication,
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8400000.0,1000000,Free,0.0,1,Communication,30-Jul-18,6.5.1,4.0.3 and up,Communication,
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32000000.0,1000000,Free,0.0,1,Communication,3-Aug-18,5.65.0,4.0 and up,Communication,
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6100000.0,50000000,Free,0.0,1,Communication,31-Jul-18,5.22.18.0006,4.0 and up,Communication,
Ninesky Browser,COMMUNICATION,4.2,42925,2800000.0,1000000,Free,0.0,1,Communication,27-Aug-17,6.1,2.3 and up,Communication,
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2200000.0,1000000,Free,0.0,1,Communication,20-Mar-18,1.4.1.0,4.0.3 and up,Communication,
Web Browser for Android,COMMUNICATION,4.1,55098,4300000.0,1000000,Free,0.0,1,Communication,20-Jun-18,2.2,4.0 and up,Communication,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4700000.0,10000000,Free,0.0,1,Communication,1-Apr-16,6.4.0.4,4.0 and up,Communication,
Lightning Web Browser,COMMUNICATION,4.1,12578,2300000.0,500000,Free,0.0,1,Communication,10-Jul-17,4.5.1,4.0 and up,Communication,
Web Browser,COMMUNICATION,4.2,10965,2300000.0,500000,Free,0.0,1,Communication,2-Feb-15,2,3.0 and up,Communication,
Contacts+,COMMUNICATION,4.2,190613,11000000.0,10000000,Free,0.0,1,Communication,31-Jul-18,5.85.1,4.0.3 and up,Communication,
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2700000.0,10000000,Free,0.0,1,Communication,5-Mar-17,196,2.1 and up,Communication,
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13000000.0,1000000,Free,0.0,1,Communication,18-Apr-18,3.0.7,4.0 and up,Communication,
Safest Call Blocker,COMMUNICATION,4.4,27540,3700000.0,1000000,Free,0.0,1,Communication,5-Jan-18,1.26.001,4.0 and up,Communication,
Full Screen Caller ID,COMMUNICATION,4.2,104990,10000000.0,5000000,Free,0.0,1,Communication,15-May-18,3.5.0,4.0.3 and up,Communication,
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13000000.0,10000000,Free,0.0,4,Communication,25-Jul-18,8.1.2-6310,5.0 and up,Communication,
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13000000.0,10000000,Free,0.0,4,Communication,13-Jul-18,5.1.2-6310,5.0 and up,Communication,
Should I Answer?,COMMUNICATION,4.8,237468,8800000.0,1000000,Free,0.0,1,Communication,26-Jul-18,2018.1.715,4.0 and up,Communication,
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5500000.0,1000000,Free,0.0,1,Communication,4-Dec-17,3.9.7,2.1 and up,Communication,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20000000.0,10000000,Free,0.0,1,Communication,29-Jul-18,1.286,4.1 and up,Communication,
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29000000.0,10000000,Free,0.0,1,Communication,1-Aug-18,6.19.1,4.1 and up,Communication,
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11000000.0,5000000,Free,0.0,1,Communication,5-Jul-18,2.17.3,4.1 and up,Communication,
Video Caller Id,COMMUNICATION,4.2,15287,17000000.0,1000000,Free,0.0,1,Communication,24-Jan-18,2.2.245,4.0.3 and up,Communication,
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17000000.0,5000000,Free,0.0,1,Communication,26-Jul-18,4.5.4,4.1 and up,Communication,
Caller ID +,COMMUNICATION,4.0,9498,118000.0,1000000,Free,0.0,1,Communication,7-Jun-16,5.28.0,2.3 and up,Communication,
K-9 Mail,COMMUNICATION,4.2,88427,5100000.0,5000000,Free,0.0,1,Communication,6-Jan-18,5.403,4.0.3 and up,Communication,
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44000000.0,1000000,Free,0.0,1,Communication,1-Aug-18,1.9.4.74,4.1 and up,Communication,
All Email Providers,COMMUNICATION,4.1,20901,7300000.0,1000000,Free,0.0,1,Communication,3-Apr-18,5.0.9,4.1 and up,Communication,
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30000000.0,1000000,Free,0.0,1,Communication,19-Jul-18,9.8.376,5.0 and up,Communication,
GO Notifier,COMMUNICATION,4.2,124346,695000.0,10000000,Free,0.0,1,Communication,6-Jul-14,2.8,2.0 and up,Communication,
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1600000.0,10000,Free,0.0,1,Communication,11-Apr-17,2.3,2.2 and up,Communication,
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19000000.0,5000000,Free,0.0,1,Communication,21-Jun-18,3.2.0,4.0 and up,Communication,
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23000000.0,1000000,Free,0.0,1,Communication,28-Sep-16,2.9.8,2.3.3 and up,Communication,
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26000000.0,5000000,Free,0.0,1,Communication,4-Aug-18,7.2.29,4.0.3 and up,Communication,
Calculator,DATING,2.6,57,6200000.0,1000,Paid,6.99,1,Dating,25-Oct-17,1.1.6,4.0 and up,Dating,
Truth or Dare Pro,DATING,0.0,0,20000000.0,50,Paid,1.49,2,Dating,1-Sep-17,1,4.0 and up,Dating,
"Private Dating, Hide App- Blue for PrivacyHider",DATING,0.0,0,18000.0,100,Paid,2.99,1,Dating,25-Jul-17,1.0.1,4.0 and up,Dating,
Ad Blocker for SayHi,DATING,0.0,4,1200000.0,100,Paid,3.99,2,Dating,2-Aug-18,1.2,4.0.3 and up,Dating,
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17000000.0,100,Paid,7.99,4,Dating,21-Jan-17,1.0.1,4.0 and up,Dating,
OkCupid Dating,DATING,4.1,285726,15000000.0,10000000,Free,0.0,4,Dating,30-Jul-18,11.10.1,4.1 and up,Dating,
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56000000.0,100000,Free,0.0,4,Dating,1-Aug-18,2.5.2,4.1 and up,Dating,
Hinge: Dating & Relationships,DATING,4.2,7779,12000000.0,500000,Free,0.0,4,Dating,3-Aug-18,6.1.3,5.0 and up,Dating,
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11000000.0,5000000,Free,0.0,4,Dating,31-Jul-18,4.17.2,4.1 and up,Dating,
BBW Dating & Plus Size Chat,DATING,4.4,12632,29000000.0,1000000,Free,0.0,4,Dating,27-Jul-18,3.5.0.1,4.1 and up,Dating,
CMB Free Dating App,DATING,4.0,48845,40000000.0,1000000,Free,0.0,4,Dating,1-Aug-18,4.19.0.2320,4.4 and up,Dating,
eharmony - Online Dating App,DATING,3.1,31320,53000000.0,5000000,Free,0.0,4,Dating,30-Jul-18,6.6.5,4.1 and up,Dating,
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3100000.0,5000000,Free,0.0,4,Dating,4-Aug-18,1.639,4.0 and up,Dating,
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24000000.0,100000,Free,0.0,4,Dating,25-Jul-18,1.6.1,4.4 and up,Dating,
Clover Dating App,DATING,4.1,11633,23000000.0,500000,Free,0.0,4,Dating,24-Jul-18,2.5.1,4.1 and up,Dating,
Black People Meet Singles Date,DATING,3.9,10212,5000000.0,1000000,Free,0.0,4,Dating,25-Jul-18,1.9.7,4.4 and up,Dating,
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44000000.0,1000000,Free,0.0,4,Dating,3-Aug-18,4.4B,4.1 and up,Dating,
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27000000.0,10000,Free,0.0,4,Dating,3-Aug-18,1.308.us,4.1 and up,Dating,
stranger chat - anonymous chat,DATING,3.5,13202,6100000.0,1000000,Free,0.0,4,Dating,7-Jul-18,2.4.1,4.1 and up,Dating,
Free Dating Hook Up Messenger,DATING,3.3,1157,21000000.0,100000,Free,0.0,4,Dating,27-Jan-17,5.0.1,4.2 and up,Dating,
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11000000.0,10000000,Free,0.0,4,Dating,31-Jul-18,4.17.2,4.1 and up,Dating,
Once - Quality Matches Every day,DATING,4.4,222888,21000000.0,1000000,Free,0.0,4,Dating,17-Jul-18,2.45,4.1 and up,Dating,
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24000000.0,100000,Free,0.0,4,Dating,25-Jul-18,1.6.1,4.4 and up,Dating,
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31000000.0,500000,Free,0.0,4,Dating,3-Jul-18,4.5.5,4.1 and up,Dating,
Howlr,DATING,3.9,105,27000000.0,5000,Free,0.0,4,Dating,19-Jun-18,1.0.4,4.4 and up,Dating,
Stranger Chat & Date,DATING,3.6,3414,6200000.0,500000,Free,0.0,4,Dating,6-Jun-18,1.2.1,4.1 and up,Dating,
RandoChat - Chat roulette,DATING,3.6,11806,12000000.0,1000000,Free,0.0,4,Dating,26-Jun-18,4.0.18,4.0.3 and up,Dating,
BeWild Free Dating & Chat App,DATING,3.4,1999,8000000.0,100000,Free,0.0,4,Dating,3-Feb-17,1.6.5,4.2 and up,Dating,
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5900000.0,1000000,Free,0.0,4,Dating,27-Jul-18,1.31.4,4.0.3 and up,Dating,
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7900000.0,1000000,Free,0.0,4,Dating,10-Jul-18,1.23,4.0.3 and up,Dating,
OurTime Dating for Singles 50+,DATING,3.4,2519,5000000.0,100000,Free,0.0,4,Dating,25-Jul-18,1.9.7,4.4 and up,Dating,
FarmersOnly Dating,DATING,3.0,1146,1400000.0,100000,Free,0.0,4,Dating,25-Feb-16,2.2,4.0 and up,Dating,
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13000000.0,500000,Free,0.0,4,Dating,31-Jul-18,4.17.2,4.1 and up,Dating,
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40000000.0,500000,Free,0.0,4,Dating,25-Jun-18,4.1.2,4.0.3 and up,Dating,
Christian Dating For Free App,DATING,3.9,8722,13000000.0,500000,Free,0.0,4,Dating,20-Jun-18,15.8,4.1 and up,Dating,
